Titel,Overline,Date_Info,Kategorie,URL,detailed_informations,bild_plus,Zugriff_Datum,News_page
Warum der VfB auch in der 2. Liga bestehen könnte,Alarmstufe Abstieg,2022-01-12 09:33:13,Bundesliga,/sport/fussball/fussball/vfb-stuttgart-alarmstufe-abstieg-warum-der-klub-auch-in-der-2-liga-bestehen-koen-78796226.bild.html,"
                                Jetzt fängt das große Bibbern an – und das liegt nicht an den Frost-Temperaturen....",False,12012022,Bild
Yeliz Koc zeigt sich als Miss Mama!,Insta-Star ,2022-01-12 07:21:21,Hannover,/regional/hannover/hannover-aktuell/insta-star-yeliz-koc-zeigt-sich-als-miss-mama-78791982.bild.html,"
                                Insta-Star Yeliz Koc (28, 553 000 Follower) ist nach der Geburt ihrer Tochter in Topform.",False,12012022,Bild
Iraker (33) vergewaltigte Rollstuhl-Fahrerin (90) in Klinik,Staatsanwalt sicher,2022-01-11 21:03:17,Dresden,/regional/dresden/dresden-aktuell/staatsanwalt-sicher-iraker-33-vergewaltigte-rollstuhl-fahrerin-90-in-klinik-78795546.bild.html,"
                                Laut Anklage drängte sich der Iraker Munthar Al L. (33) zu ihr aufs WC und missbrauchte sie schwer.",False,12012022,Bild
Corona-Wirbel bei Handball-EM,Unterschiedliche Regeln,2022-01-11 18:34:15,Sport-Mix,/sport/mehr-sport/handball/corona-wirbel-bei-handball-em-unterschiedliche-regeln-bei-den-gastgebern-78794000.bild.html,"
                                Safety first oder Hauptsache Spaß? Corona-Wirbel bei der Donnerstag beginnenden Handball-EM.",False,12012022,Bild
Die 5 großen Kohfeldt-Probleme,Wolfsburgs freier Fall,2022-01-11 16:37:20,Bundesliga,/sport/fussball/fussball/vfl-wolfsburg-freier-fall-die-5-grossen-kohfeldt-probleme-78787610.bild.html,"
                                Wolfsburg befindet sich unter Florian Kohfeldt im freien Fall. BILD nennt die Probleme.",False,12012022,Bild
65 Kinder in zwei Jahren befreit,Bergisch Gladbach,2022-01-12 12:24:06,Köln,/regional/koeln/duesseldorf-aktuell/missbrauchskomplex-bergisch-gladbach-65-kinder-in-zwei-jahren-befreit-78798530.bild.html,"
                                Das jüngste Opfer im Missbrauchskomplex Bergisch Gladbach war erst drei Monate alt!",False,12012022,Bild
Jung kämpft für Shopping  mit 2G-Bändchen,Leipzigs OB,2022-01-12 11:14:41,Leipzig,/regional/leipzig/leipzig-news/leipzig-ob-jung-kaempft-fuer-shopping-mit-2g-baendchen-78799062.bild.html,"
                                Es passiert nicht oft, dass sich Leipzigs OB Burkhard Jung (63, SPD) so richtig ärgert. Sachsens Kabinett wird ihm am Mittwoch einen Grund geben. ",False,12012022,Bild
Helmer lüftet Trikot-Geheimnis von Bayern!,Keiner wollte es zugeben,2022-01-12 09:32:42,Bundesliga,/sport/fussball/fussball/fc-bayern-es-wollte-nie-jemand-zugeben-thomas-helmer-lueftet-trikot-geheimnis-78786730.bild.html,"
                                Er traut sich als erster! Ex-Bayern-Profi Thomas Helmer lästert bei Instagram über ein Trikot ab.",False,12012022,Bild
Hunde-Attacke auf alten Wallach,Malinois und Doberman,2022-01-12 07:18:48,Saarland,/regional/saarland/saarland-news/malinois-und-dobermann-mix-hunde-attacke-auf-alten-wallach-78788714.bild.html,"
                                Im Saarland attackierten drei Hunde ein Pferd und seine Reiterin!",False,12012022,Bild
Fortuna einig mit Lüttichs Gavory,Neuer Innenverteidiger,2022-01-11 21:02:52,2. Bundesliga,/sport/fussball/fussball/neuer-innenverteidiger-im-anflug-fortuna-einig-mit-luettichs-gavory-78793858.bild.html,"
                                Auf diese News hat Trainer Preußer lange gewartet! Er bekommt einen neuen Verteidiger.",False,12012022,Bild
Baby einfach in den Müll geworfen – es lebt!,Mutter (18) gefasst,2022-01-11 18:33:10,News Ausland,/news/ausland/news-ausland/unfassbar-frau-18-wirft-ihr-baby-einfach-in-den-muell-es-lebt-78785414.bild.html,"
                                Hobbs (USA) – Es sind schockierende Szenen: eine Frau wirft ihr Kind einfach in den Müll.",False,12012022,Bild
Die geheimnisvolle  Frau an Djokovic' Seite,Jugendliebe Jelena,2022-01-11 16:33:27,Sport-Mix,/sport/mehr-sport/tennis/novak-djokovic-so-tickt-jelena-die-geheimnisvolle-frau-des-tennis-stars-78789810.bild.html,"
                                Sie fehlte bei der skurrilen Familien-Show: Jelena, die Frau von Novak Djokovic.",False,12012022,Bild
Kneipe auf St. Pauli in Flammen,Großeinsatz der Feuerwehr,2022-01-12 12:23:02,Hamburg,/regional/hamburg/hamburg-aktuell/grosseinsatz-der-feuerwehr-kneipe-auf-st-pauli-in-flammen-78797050.bild.html,"
                                Ein Haus-Brand in Hamburg hat für einen größeren Einsatz der Feuerwehr gesorgt.",False,12012022,Bild
Kölner Rocker türmte nach Mord in die Türkei,In Izmir gefasst,2022-01-12 11:13:12,Köln,/bild-plus/regional/koeln/koeln-aktuell/koelner-floh-nach-mord-in-die-tuerkei-rocker-in-izmir-in-abschiebehaft-78795076.bild.html,"
                                Der in Deutschland gesuchte Erkan A. sitzt nach BILD-Infos in der Türkei in Abschiebehaft.",True,12012022,Bild
Schlank und gesund   durch Nichtessen,"Saftfasten, Heilfasten",2022-01-12 09:30:50,Diät,/ratgeber/diaet/abnehmen/abnehmen-mit-fasten-alle-methoden-und-infos-64438232.bild.html,"
                                Fasten kann beim Abnehmen helfen. Erfahren Sie hier was dabei zu beachten ist.",False,12012022,Bild
Schock-Aufkleber gegen Saarbrückens OB,„Bitte abkratzen“,2022-01-12 07:15:50,Saarland,/regional/saarland/saarland-news/bitte-abkratzen-schock-aufkleber-gegen-saarbrueckens-ob-78792802.bild.html,"
                                Der Aufkleber der Partei „Die FRAKTION“: Geschmacklos, Satire oder einfach nur daneben? ",False,12012022,Bild
Wimmelbuch-Autor Ali Mitgutsch ist tot,Mit 86 Jahren,2022-01-11 20:52:34,München,/regional/muenchen/muenchen-aktuell/mit-86-jahren-wimmelbuch-autor-ali-mitgutsch-ist-tot-78795500.bild.html,"
                                Der Illustrator und Künstler Ali Mitgutsch ist tot. Der Wimmelbuch-Schöpfer starb am Montag.",False,12012022,Bild
Verurteilter Vergewaltiger kam gerade aus dem Knast,Drei Frauen missbraucht,2022-01-11 18:32:13,Berlin,/bild-plus/regional/berlin/berlin-aktuell/drei-frauen-entfuehrt-und-missbraucht-verurteilter-vergewaltiger-kam-gerade-aus-78783262.bild.html,"
                                Er verschleppte Frauen in einen Wald, vergewaltigte und beraubte sie. Festnahme!",True,12012022,Bild
Böller-Opfer erliegt Verletzungen,Nach Silvester-Unglück,2022-01-11 16:32:42,Düsseldorf,/regional/duesseldorf/duesseldorf-aktuell/kempen-nach-silvester-unglueck-boeller-opfer-tot-78792242.bild.html,"
                                Ein an Silvester vermutlich beim Zünden eines Böllers verletzter Mann (21) ist tot.",False,12012022,Bild
Impfpass-Fälscher stürzen Sylt ins Corona-Chaos,Inzidenz über 1500,2022-01-12 12:22:57,Hamburg,/bild-plus/regional/hamburg/hamburg-aktuell/sylt-im-corona-chaos-buergermeister-ich-hoffe-dass-sie-hart-bestraft-werden-78787618.bild.html,"
                                Impfpass-Fälscher haben die Nordseeinsel Sylt in ein Corona-Chaos gestürzt.",True,12012022,Bild
"Frankreich erlaubt Schwulen, Blut zu spenden",Neue Richtlinien,2022-01-12 11:10:39,,/lgbt/2022/lgbt/neue-richtlinien-frankreich-erlaubt-auch-schwulen-blut-zu-spenden-78798700.bild.html,"
                                „Wir beenden eine Ungerechtigkeit, die nicht mehr zu rechtfertigen war“, so der Gesundheitsminister.",False,12012022,Bild
Corona-Inzidenz steigt weiter an,In Bayern,2022-01-12 09:29:25,München,/regional/muenchen/muenchen-aktuell/in-bayern-corona-inzidenz-steigt-weiter-an-78797268.bild.html,"
                                Münhen – Die Zahl der Corona-Infektionen in Bayern ist weiter gestiegen.",False,12012022,Bild
Schwangere SWR-Moderatorin an Corona erkrankt,Jana Kübel in Sorge,2022-01-12 07:10:49,Stuttgart,/bild-plus/regional/stuttgart/stuttgart-aktuell/jana-kuebel-in-sorge-schwangere-swr-moderatorin-mit-corona-angesteckt-78793760.bild.html,"
                                Jana Kübel (34) liegt mit Corona flach. Sie macht sich Sorgen um ihr ungeborenes Kind.",True,12012022,Bild
SPD-General Kühnert kämpft für Russen-Pipeline,Ampel-Zoff,2022-01-11 20:51:38,Politik Inland,/politik/inland/politik-inland/ampel-zoff-spd-general-kuehnert-kaempft-fuer-russen-pipeline-78794718.bild.html,"
                                Ampel-Streit um Nord Stream 2! Die Grünen lehnen die Russen-Gas-Pipeline ab – aber nicht die SPD.",False,12012022,Bild
Das droht Aue  beim Abstieg,Alptraum 3. Liga,2022-01-11 18:31:43,2. Bundesliga,/bild-plus/sport/fussball/fussball/alptraum-3-liga-das-droht-erzgebirge-aue-beim-abstieg-78790790.bild.html,"
                                Für Erzgebirge Aue ist die Lage prekär. BILD erklärt, was dem Verein bei Abstieg droht.",True,12012022,Bild
Jauch-Kandidat zu „Let’s Dance“,Bastian Bielendorfer,2022-01-11 16:30:39,TV,/unterhaltung/tv/tv/lets-dance-lehrerkind-bastian-bielendorfer-tanzt-mit-78780788.bild.html,"
                                Vor elf Jahren saß Lehrerkind Bastian bei Jauchs WWM – jetzt ist er bei RTL zurück.",False,12012022,Bild
"Keine Angst Kleiner,  Mama lebt!",Frontal-Crash,2022-01-12 12:22:45,Hamburg,/regional/hamburg/hamburg-aktuell/mutter-bei-unfall-eingeklemmt-keine-angst-kleiner-mama-lebt-78798208.bild.html,"
                                Bei einem Unfall südwestlich von Hamburg sind drei Menschen zum Teil schwer verletzt worden.",False,12012022,Bild
Mann schlägt Gemeindemitarbeiter mit Schaufel auf Kopf,Streit um Strom,2022-01-12 11:08:54,Nürnberg,/regional/nuernberg/muenchen-aktuell/streit-mann-schlaegt-gemeindemitarbeiter-mit-schaufel-auf-kopf-78798986.bild.html,"
                                Kleinkahl –Die Polizei berichtet von einem irreren Strom-Streit in Kleinkahl.",False,12012022,Bild
Deutschland hat die meisten Corona-Regeln,Studie aus den USA,2022-01-12 09:27:00,Politik Inland,/politik/inland/politik-inland/studie-aus-den-usa-zeigt-deutschland-hat-die-meisten-corona-regeln-78794596.bild.html,"
                                Diese Studie birgt Zündstoff! Die Ampel rühmt sich, keinen Lockdown verhängt zu haben.",False,12012022,Bild
Münchens Rathaus wird kernsaniert,Für 150 Millionen Euro,2022-01-12 07:10:43,München,/regional/muenchen/muenchen-aktuell/fuer-150-millionen-euro-muenchens-rathaus-wird-kernsaniert-78793488.bild.html,"
                                Das Neue Rathaus in München muss saniert werden. BILD sagt, was gemacht werden muss.",False,12012022,Bild
Reuls Kampfansage an Automaten-Sprenger,„Auf die Pelle rücken“,2022-01-11 20:50:40,Düsseldorf,/regional/duesseldorf/duesseldorf-aktuell/nrw-innenminister-herbert-reul-kampfansage-an-automaten-sprenger-78793720.bild.html,"
                                NRW-Innenminister Herbert Reul will konsequent gegen Automatensprenger vorgehen.",False,12012022,Bild
Werner hat seine Sieg-Elf (fast) wieder,Ausnahme für Werder,2022-01-11 18:30:43,Bundesliga,/sport/fussball/fussball/ausnahme-fuer-werder-bremen-werner-hat-seine-sieg-elf-fast-wieder-78791832.bild.html,"
                                Düsseldorf kann kommen – Werders Corona-Patienten sind bis auf eine Ausnahme zurück.",False,12012022,Bild
„Kein Oktoberfest für Ungeimpfte!“,Wiesn-Chef Baumgärtner,2022-01-11 16:29:09,München,/regional/muenchen/muenchen-leute/wiesn-chef-clemens-baumgaertner-kein-oktoberfest-fuer-ungeimpfte-78785626.bild.html,"
                                Wiesn-Chef Clemens Baumgärtner erklärt in BILD, wieso es ein Oktoberfest 2022 geben wird.",False,12012022,Bild
Weniger Gäste und Übernachtungen,In Bayern,2022-01-12 12:21:10,München,/regional/muenchen/muenchen-aktuell/in-bayern-weniger-gaeste-und-uebernachtungen-78800120.bild.html,"
                                Fürth– Die bayerischen Beherbergungsbetriebe leiden weiter unter Corona. ",False,12012022,Bild
Keine Corona-Ermittlung gegen Klopp,England-Klubs verstimmt,2022-01-12 11:07:25,Fussball,/sport/fussball/fussball-international/premier-league-vereine-verstimmt-keine-corona-ermittlung-gegen-klopp-78797878.bild.html,"
                                Nach einer Reihe von falschen Postiv-Tests droht dem FC Liverpool keine Ermittlung.",False,12012022,Bild
Welt-Kunst hilft Düsseldorfer Obdachlosen,Galerie verkauft Werke,2022-01-12 09:26:44,Düsseldorf,/regional/duesseldorf/duesseldorf-aktuell/duesseldorfer-galerie-verkauft-kunstwerke-zugunsten-von-obdachlosen-78796016.bild.html,"
                                Eine Düsseldorfer Galerie verkauft ab Freitag Kunstwerke zugunsten der Obdachlosenhilfe.",False,12012022,Bild
Jetzt hilft der  Bürgermeister,Biberplage in Ebrach,2022-01-12 07:10:54,Nürnberg,/regional/nuernberg/nuernberg-news/biberplage-im-kreis-bamberg-jetzt-hilft-der-buergermeister-78792752.bild.html,"
                                Ebrach – Nun gibt es doch Behörden-Hilfe für das vom Biber geplagte Ehepaar Schindler",False,12012022,Bild
50 Prozent Sozialwohnungen für Baugenehmigung im Wald,Angebot von Dresdner Investor,2022-01-11 20:50:44,Dresden,/regional/dresden/dresden-aktuell/dresdner-investor-50-prozent-sozialwohnungen-fuer-baugenehmigung-im-wald-78792824.bild.html,"
                                Klar ist: Dresden braucht mehr bezahlbaren Wohnraum. Aber um jeden Preis? ",False,12012022,Bild
Wenig Kohlenhydrate aber viele Proteine,Die Dukan-Diät,2022-01-11 18:30:45,Diät,/ratgeber/diaet/abnehmen/abnehmen-mit-vielen-proteinen-dukan-diaet-64409616.bild.html,"
                                Das ist eine viel versprechende Diät für alle, die gern Fleisch, Fisch und Käse essen. ",False,12012022,Bild
Eine Straße voller Bier,Zum Schäumen!,2022-01-11 16:29:11,Saarland,/regional/saarland/saarland-news/zum-schaeumen-eine-strasse-voller-bier-78791454.bild.html,"
                                Auf einer Kreuzung hat sich die Klappe der Ladefläche eines Bierlasters geöffnet.",False,12012022,Bild
„Ich bin bereit für Krieg im Käfig!“,KSW am Samstag bei BILD,2022-01-12,Sport,"/bild-plus/video/clip/sport-videos/ksw-am-samstag-bei-bild-ich-bin-bereit-fuer-krieg-im-kaefig-78793416,auto=true.bild.html","
                                Das Jahr beginnt mit einem Knaller! Bei KSW 66 gibt es gleich zwei Titelkämpfe, darunter das spannende Duell zwischen Champion Marian Ziolkowski und Borys Mankowski.",True,12012022,Bild
Helden-Ratte spürte mehr als 100 Sprengkörper auf,Nager Magawa gestorben,2022-01-12 11:07:20,News Ausland,/news/ausland/news-ausland/kambodscha-beruehmte-helden-ratte-magawa-gestorben-78797976.bild.html,"
                                Dieser Held konnte gerade mal sieben Monate seiner Rente genießen.",False,12012022,Bild
"Ilyas, wo bist Du?",14-Jähriger vermisst,2022-01-12 09:23:06,Frankfurt,/regional/frankfurt/frankfurt-aktuell/wiesbaden-14-jaehriger-junge-vermisst-ilyas-wo-bist-du-78797532.bild.html,"
                                Vermissten-Fahndung des Polizeipräsidiums Westhessen: Die Beamten suchen Ilyas (14)!",False,12012022,Bild
Hoher Strompreis großes Risiko für Standort München,Wiesn-Chef warnt,2022-01-12 07:03:26,München,/regional/muenchen/muenchen-aktuell/wiesn-chef-warnt-hoher-strompreis-grosses-risiko-fuer-standort-muenchen-78796690.bild.html,"
                                Wirtschaftsreferent Clemens Baumgärtner sorgt sich im BILD-Interviews um Münchens Zukunft.",False,12012022,Bild
Dynamo-Angreifer Hosiner wechselt nach Offenbach,Vertrag bis 2024,2022-01-11 20:48:50,3. Liga,/sport/fussball/fussball/vertrag-bis-2024-dynamo-angreifer-hosiner-wechselt-nach-offenbach-78795394.bild.html,"
                                Dynamo Dresden hat Philipp Hosiner die Freigabe für einen Wechsel nach Offenbach erteilt. ",False,12012022,Bild
Polizei sprengt Pädophilenring auf „markt.de“,Mädchen (12) angeboten,2022-01-11 18:19:00,München,/bild-plus/regional/muenchen/news-inland/maedchen-12-angeboten-polizei-sprengt-paedophilenring-auf-markt-de-78769440.bild.html,"
                                Auf dem Portal „Markt.de“ hat ein Zuhälter ein erst 12-jähriges Mädchen Freiern zum Sex angeboten. Die...",True,12012022,Bild
Göring-Eckardt will Parlaments-Dichter,Poesie bald in der Politik?,2022-01-11 16:20:26,Politik Inland,/politik/inland/politik-inland/goering-eckardt-dafuer-parlaments-dichter-soll-kultur-in-die-politik-bringen-78789456.bild.html,"
                                Nanu? Man könnte meinen, im Bundestag soll man bald reimen?Der Bundestag will sich für Sprachpoesie öffnen – mithilfe eines Parlamentspoeten.",False,12012022,Bild
SUV knallt gegen Baum –  Fahrer tot!,Motor von Wucht rausgerissen,2022-01-12 12:14:02,Hannover,/regional/hannover/hannover-aktuell/motor-von-wucht-rausgerissen-suv-knallt-gegen-baum-fahrer-tot-78796686.bild.html,"
                                Die Wucht des Aufpralls war so heftig, dass der Motor aus dem Wagen gerissen wurde!",False,12012022,Bild
Das ist die  Wild-Card-Runde der NFL,NFL-Playoff-Spielplan,2022-01-12 11:02:00,American Football,/sport/american-football/nfl/spielplan-der-nfl-playoffs-das-ist-die-wild-card-runde-der-nfl-78787780.bild.html,"
                                Am Samstag beginnen die NFL-Playoffs. BILD liefert Ihnen den Spielplan bis zum Super Bowl",False,12012022,Bild
Impfstoff satt!,Endlich mal eine gute Nachricht,2022-01-12 09:19:22,Politik Inland,/politik/inland/politik-inland/genug-um-jeden-dreimal-zu-piksen-jetzt-holen-wir-sogar-impfstoff-aus-rumaenien-78795762.bild.html,"
                                Lauterbachs Ministerium hat kräftig Impfstoff geordert – auch aus Rumänien.",False,12012022,Bild
Der HSV-Plan mit Vuskovic,Die heißeste Aktie,2022-01-12 07:00:44,2. Bundesliga,/bild-plus/sport/fussball/fussball/die-heisseste-hsv-aktie-der-plan-mit-mario-vuskovic-78793016.bild.html,"
                                Mario Vuskovic (20) ist eine der Entdeckungen beim HSV. Und könnte bald viel Geld bringen.",True,12012022,Bild
Aiwanger: Statt an Fasching lieber im Sommer feiern,Fallen Umzüge aus?,2022-01-11 20:46:06,München,/regional/muenchen/muenchen-aktuell/keine-partys-und-umzuege-aiwanger-statt-an-fasching-lieber-im-sommer-feiern-78795360.bild.html,"
                                Der Wirtschaftsminister warnt vor großen Hoffnungen auf eine Faschingssaison.",False,12012022,Bild
Trainer Seoane  zog ins Hotel,Wegen Corona-Verdacht,2022-01-11 18:15:20,Bundesliga,/sport/fussball/fussball/bayer-leverkusen-wegen-corona-verdacht-trainer-seoane-zog-ins-hotel-78793654.bild.html,"
                                Das Corona-Virus hält Trainer Gerardo Seoane und Bayer Leverkusen weiter in Atem.",False,12012022,Bild
DIESE Verletzung war zu krass fürs Fernsehen,Selbst Mitspieler in Tränen,2022-01-11,Sport,"https://www.bild.de/video/clip/video/playbook-verletzung-von-quandre-diggs-war-zu-krass-fuers-fernsehen-78792090,auto=true.bild.html","
                                Quandre Diggs kollidiert mit dem deutlich schwereren Justin Pugh. Die Folge: Der Seahawks renkt sich den Knöchel aus und bricht sich das Wadenbein. Etliche Mitspieler brechen in Tränen aus.",False,12012022,Bild
Tanzt uns die Klum hier  auf der Nase rum?,„Masked Dancer“-Maus,2022-01-12 12:14:25,TV,/unterhaltung/tv/tv/the-masked-dancer-steckt-heidi-klum-unter-dem-kostuem-der-maus-78790882.bild.html,"
                                Wer ist bei „The Masked Dancer“ bloß die Maus? Der Name Heidi Klum wird hoch gehandelt.",False,12012022,Bild
Er war positiv – doch hielt sich nicht in die Quarantäne,Djokovic gibt Fehler zu,2022-01-12 10:59:31,Sport-Mix,/sport/mehr-sport/tennis/der-joker-auf-insta-djokovic-redet-von-menschlichen-fehlern-78796610.bild.html,"
                                Melbourne - Lange hat er geschwiegen, jetzt äußert sich Tennis-Profi Novak Djokovic (34).",False,12012022,Bild
Autofahrer (75) kracht frontal in fahrenden Zug,Zug übersehen,2022-01-12 09:15:30,München,/regional/muenchen/muenchen-aktuell/zug-uebersehen-autofahrer-75-kracht-frontal-in-fahrenden-zug-78797474.bild.html,"
                                Breitenbrunn – Ein Autofahrer ist bei Breitenbrunn mit seinem Wagen in einen Zug gekracht.",False,12012022,Bild
Industrie-Brache wird zum Job-Paradies,Bahn baut in Dortmund,2022-01-12 06:47:53,Ruhrgebiet,/regional/ruhrgebiet/ruhrgebiet-regional-politik-und-wirtschaft/dortmund-bahn-baut-neues-ice-instandsetzungs-werk-78795932.bild.html,"
                                Westlich des Dortmunder Hafens baut die Bahn ab 2025 ein neues ICE-Instandsetzungs-Werk.",False,12012022,Bild
96-Star hat Angst vor der Ehe,Neuzugang Mark Diemers,2022-01-11 20:42:26,2. Bundesliga,/bild-plus/sport/fussball/fussball/hannover-96-neuzugang-mark-diemers-hat-angst-vor-der-ehe-78794900.bild.html,"
                                Seit sieben Jahren sind Mark Diemers und seine Freundin Daphne ein Paar – ohne Trauschein.",True,12012022,Bild
Gestohlenes Christkind vom Gendarmenmarkt wieder da,Halleluja,2022-01-11 18:10:25,Berlin,/regional/berlin/berlin-aktuell/berlin-gestohlenes-christkind-vom-gendarmenmarkt-wieder-da-78793702.bild.html,"
                                Dies ist das schönste Geschenk. Das Christkind vom Gendarmenmarkt ist wieder da!",False,12012022,Bild
Massive Proteste gegen Corona-Politik am Montag,Gewalt und Festnahmen,2022-01-11 16:17:34,News Inland,/news/inland/news/pfefferspray-und-flaschenwuerfe-tausende-demonstrieren-gegen-corona-politik-78785588.bild.html,"
                                Wieder Demos: Tausende gingen bundesweit gegen Corona-Maßnahmen auf die Straße. ",False,12012022,Bild
Raser fliegt an Apfelbaum,Unfall in Dorf-Idylle,2022-01-12,München,"/video/clip/muenchen-regional/unfall-in-dorf-idylle-raser-fliegt-an-apfelbaum-78798640,auto=true.bild.html","
                                Ein furchtbarer Unfall hat sich bei Scheyern in Bayern abgespielt.",False,12012022,Bild
Grusel-Wald! Hier will keiner übernachten,BILD im Dschungelcamp,2022-01-12 10:58:07,TV - Dschungelcamp,/unterhaltung/tv/dschungelcamp/dschungelcamp-2022-in-diesem-wald-in-suedafrika-will-keiner-uebernachten-78787426.bild.html,"
                                BILD hat das südafrikanische Dschungelcamp schon besucht und eins ist klar: Es wird hart!",False,12012022,Bild
Saalverbot für ungeimpfte Abgeordnete,2G-Plus im Bundestag,2022-01-12 09:14:50,Politik Inland,/bild-plus/politik/inland/politik-inland/2g-plus-im-bundestag-saalverbot-fuer-ungeimpfte-abgeordnete-78792900.bild.html,"
                                Bundestags-Präsidentin Bärbel Bas schafft für die 736 Abgeordneten Fakten.",True,12012022,Bild
Finito für Düsseldorfer Kult-Trattoria,Trauriger Rechtsstreit,2022-01-12 06:47:25,Düsseldorf,/regional/duesseldorf/duesseldorf-aktuell/duesseldorfer-kult-trattoria-am-carlsplatz-muss-schliessen-78794964.bild.html,"
                                Nach 22 Jahren muss „Enzo‘s Trattoria“ auf dem Carlsplatz in Düsseldorf schließen.",False,12012022,Bild
Preußen-Comeback verschiebt sich,Schwadorf weiter raus,2022-01-11 20:35:40,Fussball,/sport/fussball/fussball/noch-vier-wochen-reha-schwadorfs-preussen-comeback-verschiebt-sich-78792608.bild.html,"
                                Preußens Schwadorf muss sich weiter gedulden, braucht nach Sehnenanriss noch 4 Wochen Reha",False,12012022,Bild
Mutmaßlicher Killer  wirft sich vor Bahn,Tornesch,2022-01-11 18:09:48,Hamburg,/regional/hamburg/hamburg-aktuell/tornesch-mutmasslicher-killer-wirft-sich-vor-bahn-78793138.bild.html,"
                                Ein Mann warf sich vor die Bahn und starb. Kurz zuvor soll er eine Frau getötet haben!",False,12012022,Bild
Hausbewohner retten sich über die Dächer,12 Verletzte bei Feuer,2022-01-11 16:17:24,Köln,/regional/koeln/koeln-aktuell/11-verletzte-bei-brand-in-leverkusen-bewohner-rettung-ueber-daecher-78787446.bild.html,"
                                Bei einem Brand in Leverkusen war den Bewohnern der Fluchtweg nach draußen versperrt.",False,12012022,Bild
Sagen die Briten demnächst bye-bye Corona?,Raus aus der Pandemie,2022-01-12 12:08:05,Politik Ausland,/politik/ausland/politik-inland/als-erste-raus-aus-der-pandemie-sagen-die-briten-demnaechst-bye-bye-corona-78797922.bild.html,"
                                95 Prozent der Briten gegen Covid immun – Experten glauben, dass sie fast am Ziel sind.",False,12012022,Bild
"BMW verkaufte 2021 rund 2,5 Millionen Autos","Absatzplus von 8,4 Prozent",2022-01-12 10:57:05,München,/regional/muenchen/muenchen-aktuell/absatzplus-von-8-4-prozent-bmw-gruppe-verkaufte-2021-rund-2-5-millionen-autos-78798798.bild.html,"
                                München – Der Autobauer BMW hat im vergangenen Jahr die Verkäufe deutlich steigern können. ",False,12012022,Bild
Kanye West will  Putin treffen,Was soll denn das?,2022-01-12 09:11:24,Leute,/unterhaltung/leute/leute/us-rapper-kanye-west-will-wladimir-putin-in-moskau-treffen-78797074.bild.html,"
                                Rapper Kanye West (44), der sich nur noch Ye nennt, will unbedingt nach Moskau reisen.",False,12012022,Bild
Kofler-Ehefrau Christiane zu Salm streitet um Bitcoin,500 000 Euro!,2022-01-12 06:45:26,Leute,/bild-plus/unterhaltung/leute/leute/500000-euro-kofler-ehefrau-christiane-zu-salm-streitet-um-bitcoin-78794448.bild.html,"
                                Unternehmerin Christiane zu Salm (55) hatte 500 000 Euro in Bitcoin investiert.",True,12012022,Bild
Woher kam die plötzliche Gewalt?,BILD in Kasachstan,2022-01-11 20:30:29,Politik Ausland,/politik/ausland/politik-ausland/bild-reporter-in-kasachstan-woher-kam-die-ploetzliche-gewalt-78793738.bild.html,"
                                BILD-Reporter sind in Kasachstan, wo bei Unruhen mehrere hundert Menschen ums Leben kamen.",False,12012022,Bild
Schöner Klaus schön doof!,Kiez-Pate vor Gericht,2022-01-11 18:09:56,Hamburg,/regional/hamburg/hamburg-aktuell/letzter-kiez-pate-vor-gericht-schoener-klaus-schoen-doof-78787676.bild.html,"
                                Klaus B. (68), der letzte Kiez-Pate soll im Suff den Hitlergruß gezeigt haben.",False,12012022,Bild
Nati-Torwart Birlehm wird erstmals Papa,Uni-Klinik statt EM,2022-01-11 15:58:29,Sport-Mix,/sport/mehr-sport/handball/uni-klinik-statt-em-nati-torwart-birlehm-wird-erstmals-papa-78791748.bild.html,"
                                Freude statt Frust. Es ist die vielleicht schönste Heimreise des Jahres.",False,12012022,Bild
Briten fordern Johnsons Rücktritt,Partys im Lockdown,2022-01-12 12:07:39,Politik Ausland,/politik/ausland/politik-ausland/zwei-von-drei-briten-fordern-johnsons-ruecktritt-partys-im-lockdown-und-luegen-78797926.bild.html,"
                                Eine Gartenparty mitten im Lockdown könnte den britischen Premier zum Rücktritt zwingen.",False,12012022,Bild
150 000 Euro für den Tod von Leyhan,Pfusch-Ermittlungen!,2022-01-12 10:55:40,Hamburg,/bild-plus/regional/hamburg/hamburg-aktuell/pfusch-ermittlungen-150-000-euro-fuer-den-tod-von-leyhan-78786252.bild.html,"
                                Vor 15 Monaten wurde Leyhan V. (40) ermordet. Sie könnte noch leben, glauben ihre Angehörigen.",True,12012022,Bild
Autofahrer ertrinkt im Diemelsee,Beifahrer überlebt,2022-01-12 09:11:13,Frankfurt,/regional/frankfurt/frankfurt-aktuell/beifahrer-kann-sich-noch-retten-autofahrer-ertrinkt-im-diemelsee-78797032.bild.html,"
                                Fürchterliche Unfall-Tragödie in Hessen: Dort ertrank ein Autofahrer im Diemelsee!",False,12012022,Bild
Tötete er aus Eifersucht?,Doppelmord Fischerhude,2022-01-12 06:13:23,Bremen,/bild-plus/regional/bremen/bremen-aktuell/doppelmord-von-fischerhude-toetete-er-aus-eifersucht-78787520.bild.html,"
                                Siegfried P. (64) soll in Fischerhude Goldi C. und dessen Mutter Elisabeth C. haben.",True,12012022,Bild
