Titel,Overline,Date_Info,Kategorie,URL,detailed_informations,bild_plus,Zugriff_Datum,News_page
Die aktuelle  Lage im Live-Ticker,Ukraine-Krieg,2022-05-19 15:44:01,News,/news/2022/news/russland-krieg-gegen-ukraine-aktuell-im-liveticker-79328978.bild.html,"
                                Die russische Invasion in die Ukraine entsetzt die Welt. Die Lage im Live-Ticker.",False,19052022,Bild
Stars an Bord der „Rickmer Rickmers“,„Sound of peace“,2022-05-19 13:44:05,Hamburg,/regional/hamburg/hamburg-aktuell/sound-of-peace-stars-an-bord-der-rickmer-rickmers-80136930.bild.html,"
                                Das Museumsschiff „Rickmer Rickmers“ im Hafen wird zur Charity-Bühne.",False,19052022,Bild
Kaufmann bleibt der Tor-Joker,Mit Rostock-Elf in Berlin,2022-05-19 11:13:10,2. Bundesliga,/sport/fussball/fussball/hsv-relegations-duell-bei-hertha-mikkel-kaufmann-bleibt-der-tor-joker-80137316.bild.html,"
                                Sehr gut möglich, dass Coach Walter die Startelf von Rostock (3:2) bei Hertha loslässt.",False,19052022,Bild
Fließen die Extra-Milliarden in Waffen oder Cyber-Abwehr?,Zoff zwischen Union und Ampel,2022-05-19 09:16:27,Politik Inland,/politik/inland/politik-inland/bundeswehr-sondervermoegen-geld-ausschliesslich-fuer-die-streitkraefte-80131196.bild.html,"
                                Weiter Zoff um das Sondervermögen für die Bundeswehr! Die Unterhändler von Union und Am...",False,19052022,Bild
Künstler wehren sich gegen Verbot der Afrika-Show,Rassismus-Vorwurf!,2022-05-19 20:07:54,Leipzig,/regional/leipzig/leipzig-news/leipzig-kuenstler-wehren-sich-gegen-verbot-der-afrika-show-80145350.bild.html,"
                                Nun protestiert die Copacabana Sambashow, die dort regelmäßig auftrat und das jetzt nicht mehr darf.",False,19052022,Bild
Kossobutskiy will WM-Tür aufhämmern,Universum-Hoffnung,2022-05-19 18:11:22,Boxen,/sport/mehr-sport/boxen/boxen-universum-hoffnung-zhan-kossobutskiy-kaempft-um-wm-chance-80143928.bild.html,"
                                Vor fünf Jahren wurde Zhan Kossobutskiy Profi-Boxer. Jetzt ist die WM-Chance ganz nah.",False,19052022,Bild
Gewinne Karten für HSV gegen Hertha,Extrem begehrt!,2022-05-19 16:46:42,2. Bundesliga,/bild-plus/sport/fussball/fussball/hsv-hertha-gewinne-tickets-fuer-die-relegation-80130324.bild.html,"
                                Auf diesen Relegations-Hammer wartet ganz Fußball-Deutschland! Hertha gegen Hamburg. Bl...",True,19052022,Bild
Kommen Asow-Kämpfer in Putins Folter-Gefängnisse?,Schauprozesse in Planung,2022-05-19 15:41:47,Politik Ausland,/politik/ausland/politik-ausland/ukraine-krieg-asow-kaempfer-wohl-auf-dem-weg-in-fsb-folter-gefaengnisse-80138066.bild.html,"
                                Was wird aus den Asow-Kämpfern von Mariupol? Putin plant offenbar Schauprozesse. ",False,19052022,Bild
Amis schnappen DFB ein Bayern-Talent weg!,U21-Trainer enttäuscht,2022-05-19 13:43:56,Bundesliga,/sport/fussball/fussball/fc-bayern-muenchen-usa-schnappen-dfb-sturm-talent-malik-tillman-weg-80139924.bild.html,"
                                DFB enttäuscht: Überraschender Wechsel von Bayern-Juwel Malik Tillman zum US-Nationalteam!",False,19052022,Bild
Erster russischer Soldat bekennt sich schuldig,Kriegsverbrecher-Prozess,2022-05-19 11:07:14,Politik Ausland,/politik/ausland/politik-ausland/ukraine-krieg-erster-russischer-soldat-gibt-vor-gericht-kriegsverbrechen-zu-80135804.bild.html,"
                                Kriegsverbrechen in der Ukraine: Der erste russische Soldat hat seine Taten gestanden.",False,19052022,Bild
Welche Krankheit hinter  welchen Symptomen steckt,Magenschmerzen,2022-05-19 09:16:24,Gesundheit,/bild-plus/ratgeber/gesundheit/schmerzportal/magenschmerzen-welche-krankheit-hinter-welchen-symptomen-steckt-80117608.bild.html,"
                                Nur Stress oder eine Entzündung? Welche Beschwerden Sie mit Ihrem Arzt abklären sollten.",True,19052022,Bild
... weil er auf seinem Platz saß,Cousin sticht Cousin ab,2022-05-19 20:06:17,Köln,/bild-plus/regional/koeln/koeln-aktuell/koeln-weil-er-auf-seinem-platz-sass-cousin-sticht-cousin-ab-80144442.bild.html,"
                                Die sinnlose Bluttat in Köln-Ostheim geschah einen Tag vor Erkans 23. Geburtstag.",True,19052022,Bild
Laster kracht in Transporter – Fahrer tot,Tragischer A2-Unfall,2022-05-19 18:08:54,Ruhrgebiet,/regional/ruhrgebiet/ruhrgebiet-aktuell/unfall-auf-a2-bei-dortmund-transporter-zwischen-zwei-lkw-zerdrueckt-fahrer-tot-80143964.bild.html,"
                                Schreckliche Laster-Unfall Donnerstagmorgen auf der A2 bei Dortmund.",False,19052022,Bild
Sechs E-Autos brennen auf Transporter,Wagen in Flammen,2022-05-19 16:46:17,Nürnberg,/regional/nuernberg/muenchen-aktuell/wagen-in-flammen-sechs-e-autos-brennen-auf-transporter-80143106.bild.html,"
                                Mindestens sechs Elektro-Fahrzeuge sind in Unterfranken in Flammen aufgegangen.",False,19052022,Bild
Ukrainer greifen mit  Elektro-Bikes an,Kampf gegen Putins Truppen,2022-05-19 15:38:57,Politik Ausland,/politik/ausland/politik-ausland/ungewoehnliche-mittel-im-kampf-ukrainer-greifen-mit-elektro-bikes-putins-truppen-80132226.bild.html,"
                                Im Kampf gegen russische Truppen greifen die Ukrainer immer wieder zu kreativen Methoden. ",False,19052022,Bild
Frau wollte auf dem Rollfeld parken,Am Flughafen Düsseldorf,2022-05-19 13:41:29,Düsseldorf,/regional/duesseldorf/duesseldorf-aktuell/am-flughafen-duesseldorf-frau-wollte-auf-dem-rollfeld-parken-80140190.bild.html,"
                                Diese Frau hatte das Angebot „Park and fly“ offenbar falsch interpretiert.",False,19052022,Bild
Bekommt Stark sein Abschiedsspiel?,Hertha gegen HSV,2022-05-19 11:03:26,Bundesliga,/sport/fussball/fussball/hertha-bsc-verabschiedet-sich-niklas-stark-mit-der-relegation-80133960.bild.html,"
                                Herthas Mittelfeld-Abräumer Santiago Ascacibar ist gesperrt. Rückt Niklas Stark nach? ",False,19052022,Bild
Mutmaßliche Killer von Marco W. aus U-Haft entlassen,Stückel-Leiche vom Acker,2022-05-19 09:15:47,Bremen,/regional/bremen/bremen-aktuell/stueckel-leiche-vom-acker-mutmassliche-killer-von-marco-w-aus-u-haft-entlassen-80131482.bild.html,"
                                Drei Handwerker sollen Marco W. getötet haben. Doch das Trio wurde aus U-Haft entlassen.",False,19052022,Bild
Känguru-Baby zu groß für Beutel,Albino-Baby quetscht sich rein,2022-05-19 20:05:48,Dresden,/regional/dresden/dresden-aktuell/albino-kaenguru-im-zoo-decn-baby-einfach-zu-gross-fuer-hotel-mama-80137614.bild.html,"
                                Enge Kiste im Zoo von Decín (Tschechien) nahe der sächsischen Grenze.",False,19052022,Bild
Rodin-Kunstwerk am Neumarkt,Reker enthüllt Bronze,2022-05-19 18:07:56,Köln,/regional/koeln/koeln-aktuell/koeln-ob-henriette-reker-enthuellt-rodin-skulptur-am-neumarkt-80142012.bild.html,"
                                Der französische Nationaldichter Honoré de Balzac schmückt ab jetzt den Neumarkt.",False,19052022,Bild
Deal! Russe kauft ALLE 850 McDonald’s-Filialen,Nach dem „BigWeg“,2022-05-19 16:44:33,Wirtschaft,/geld/wirtschaft/wirtschaft/ukraine-krieg-mcdonalds-verkauft-russland-filialen-an-alexander-govor-80141818.bild.html,"
                                Ein Lizenznehmer hat sich mit McDonald’s auf den Kauf aller russischen Filialen geeinigt.",False,19052022,Bild
Schweiger drückt Freiburg die Daumen!,Fürs Pokal-Finale,2022-05-19 15:36:07,Fussball,/sport/fussball/dfb-pokal/fuers-pokal-finale-schweiger-drueckt-freiburg-die-daumen-80140852.bild.html,"
                                Auch Promis unterstützen den SC Freiburg! Schauspiel-Star Til Schweiger (58) kommt gebü...",False,19052022,Bild
Flick nimmt Nmecha mit,WM-Hoffnung lebt,2022-05-19 13:32:30,Bundesliga,/sport/fussball/fussball/vfl-wolfsburg-hansi-flick-nimmt-lukas-nmecha-mit-80139408.bild.html,"
                                Bundestrainer Hansi Flick nominiert Lukas Nmecha für die nächsten Länderspiele.",False,19052022,Bild
Wilde Eintracht-Party  bis 7 Uhr!,Der Pott kam mit in die Disco,2022-05-19 10:52:11,Bundesliga,/sport/fussball/fussball/so-irre-so-froehlich-so-lang-so-lief-eintrachts-pott-nacht-80135310.bild.html,"
                                .Titel, Checks und fette Beats. So feiert Eintracht den Gewinn der Euorpa League.",False,19052022,Bild
Tafeln  trostlos!,Weniger Lebensmittel,2022-05-19 09:15:57,Bremen,/regional/bremen/bremen-aktuell/immer-weniger-lebensmittel-in-bremen-tafeln-trostlos-80125682.bild.html,"
                                Waldemar Beutler (69) kommt ohne Lebensmittelspenden nicht über die Runden.",False,19052022,Bild
Kovac wird Wolfsburg-Trainer,Bundesliga-Hammer,2022-05-19 20:04:18,Bundesliga,/sport/fussball/fussball/vfl-wolfsburg-niko-kovac-vor-bundesliga-rueckkehr-80143878.bild.html,"
                                Der Ex-Bayern-Trainer wird bei Wolfsburg einen Vertrag bis 2025 unterschreiben.",False,19052022,Bild
Die Ankunft der Eintracht-Helden,Triumphzug durch Frankfurt im Live-Stream,2022-05-19 18:05:19,Bundesliga,/sport/fussball/fussball/triumphzug-durch-frankfurt-im-live-stream-die-ankunft-der-eintracht-helden-80143660.bild.html,"
                                Nach dem Triumph in der Europa League wird die Eintracht mit dem Pott in Frankfurt erwartet.",False,19052022,Bild
Polizeikugel stoppt Automaten-Sprenger,Verdächtiger in Klinik,2022-05-19 16:44:16,Ruhrgebiet,/regional/ruhrgebiet/ruhrgebiet-aktuell/castrop-rauxel-polizeikugel-stoppt-automaten-sprenger-80135866.bild.html,"
                                Auf frischer Tat haben Polizisten Geldautomaten-Sprenger erwischt – einer wurde angeschossen! ",False,19052022,Bild
Sporttrainer (53) zu 5 Jahren Knast verurteilt,Sexueller Missbrauch,2022-05-19 15:30:56,Stuttgart,/regional/stuttgart/muenchen-aktuell/sexueller-missbrauch-sporttrainer-53-zu-5-jahren-knast-verurteilt-80141266.bild.html,"
                                Das Landgericht Stuttgart verurteilte den Ex-Handball-Trainer zu über 5 Jahren Gefängnis.",False,19052022,Bild
Putin-Tochter mit Star-Tänzer in München liiert?,Berichte legen nahe,2022-05-19 13:25:45,Politik Ausland,/politik/ausland/politik-ausland/berichte-legen-nahe-putin-tochter-mit-star-taenzer-in-muenchen-liiert-80139000.bild.html,"
                                Putin-Tochter Katerina Tikhonova soll mit Choreographen Igor Selensky liiert sein",False,19052022,Bild
Porno-Prügelei vor Nachtclub,"Kein Slip, kein BH – viel Alkohol!",2022-05-19,News Ausland,"https://www.bild.de/video/clip/news-ausland/kein-hoeschen-viel-alkohol-porno-sternchen-pruegeln-sich-vor-nachtclub-80127924,auto=true.bild.html","
                                Die beiden britischen Pornostars wurden gemeinsam für ein Event in einem Nachtclub in Bratislava gebucht. Doch dann kommt alles anders. Sie prügeln sich im betrunkenen Zustand.",False,19052022,Bild
Auto kracht bei Aschaffenburg in Grillwagen,Zwei Schwerverletzte,2022-05-19 09:14:24,Nürnberg,/regional/nuernberg/nuernberg-news/zwei-schwerverletzte-auto-kracht-bei-aschaffenburg-in-grillwagen-80136460.bild.html,"
                                Ein Autofahrer kracht in Stockstadt (Kreis Aschaffenburg) in einen Grill-Wagen.",False,19052022,Bild
70 000 Euro für einen Arm,Bau-Unfall,2022-05-19 20:04:25,Ruhrgebiet,/regional/ruhrgebiet/ruhrgebiet-aktuell/recklinghausen-70-000-euro-schadenersatz-fuer-einen-arm-80145076.bild.html,"
                                Plötzlich löste sich ein 1,2-Tonnen-Stahlrohr – und trennte Edwin M. (58) den halben Arm ab!",False,19052022,Bild
Hübers schwärmt von Schaub,„Ein guter Fang“ für 96,2022-05-19 18:04:28,2. Bundesliga,/sport/fussball/fussball/hannover-96-koelner-timo-huebers-schwaermt-von-kollege-louis-schaub-80139776.bild.html,"
                                Louis Schaub ist der 5. Neue. Köln-Kumpel und Ex-96er Timo Hübers erzählt, wie er tickt.",False,19052022,Bild
Flick sortiert Ginter  und Neuhaus aus,Nur Hofmann beim DFB,2022-05-19 16:42:52,Bundesliga,/sport/fussball/fussball/borussia-moenchengladbach-flick-sortiert-ginter-und-neuhaus-aus-80139882.bild.html,"
                                Bittere Nachricht für Florian Neuhaus und Matze Ginter – sie erhielten keine DFB-Einladung",False,19052022,Bild
FC Lok holt Weigel  aus Halberstadt,Der 1. Neue ist da,2022-05-19 15:28:27,Fussball,/sport/fussball/fussball/lok-leipzig-holt-weigel-aus-halberstadt-80141504.bild.html,"
                                Der FC Lok hat den ersten Neuen! Julian Weigel (20) wechselt von Germania Halberstadt nach Probstheida und unterschrieb bis 2024. De...",False,19052022,Bild
Zoll fasst Dealer im Kinderzimmer,"Pilze, Gras, Pillen",2022-05-19 13:14:34,Frankfurt,/regional/frankfurt/frankfurt-aktuell/kaiserslautern-pilze-gras-pillen-zoll-fasst-dealer-im-kinderzimmer-80137504.bild.html,"
                                In Rheinland-Pfalz haben Ermittler einen Dealer in seinem Kinderzimmer gefasst.",False,19052022,Bild
ARD und DAZN verhandeln mit diesem Weltmeister,TV-Kracher bahnt sich an,2022-05-19 10:50:26,Fussball,/sport/fussball/europa-league/ard-und-dazn-verhandeln-mit-sami-khedira-tv-kracher-bahnt-sich-an-80136476.bild.html,"
                                Wie SPORT BILD erfuhr, laufen gute Gespräche zwischen DAZN und einem 2014er-Weltmeister. ",False,19052022,Bild
Zoff um Eintrachts Choreo,Chaos kurz vorm Anpfiff!,2022-05-19 09:09:10,Fussball,/sport/fussball/europa-league/frankfurt-rangers-europa-league-zoff-um-eintracht-choreo-kurz-vorm-finale-80133992.bild.html,"
                                Kurz vorm Finale Frankfurt gegen Rangers kam es zu unschönen Szenen im Frankfurter Block.",False,19052022,Bild
12-Jährige lässt Stradivari-Nachbau im Zug,11 000-Euro-Geige vergessen,2022-05-19 20:03:52,München,/regional/muenchen/muenchen-aktuell/im-regionalzug-12-jaehrige-vergisst-stradivari-nachbau-80144788.bild.html,"
                                Ein Mädchen hat den Nachbau einer Stradivari-Geige (Wert 11000) im Regionalzug vergessen.",False,19052022,Bild
So liebevoll war  Alexandra als Mutter,Chanson-Legende,2022-05-19 18:02:31,Leute,/unterhaltung/leute/leute/alexandra-so-liebevoll-war-die-chanson-legende-als-mutter-80143036.bild.html,"
                                Alexandra („Mein Freund, der Baum“) wäre jetzt 80 Jahre alt geworden. Bei BILD spricht ihr Sohn.",False,19052022,Bild
Huli-Häuptling pflanzt Baum im Zoo,Mission Umweltschutz,2022-05-19 16:42:04,Saarland,/regional/saarland/saarland-news/umweltschutz-als-mission-huli-haeuptling-pflanzt-baum-im-zoo-80142542.bild.html,"
                                In der Heimat von Mundiya Kepanga werden Bäume zur Erinnerung gepflanzt...",False,19052022,Bild
Vor dieser Sitzung zittert selbst der Kanzler!,Heute geht es ums Geld,2022-05-19 15:28:00,Politik,/politik/2022/politik/haushaltsausschuss-vor-dieser-sitzung-zittert-selbst-der-kanzler-80140834.bild.html,"
                                Seit heute Nachmittag tagt im Bundestag der Haushaltsausschuss. ",False,19052022,Bild
Maserati demoliert Spanische Treppe,Navi spielt verrückt,2022-05-19,News Ausland,"https://www.bild.de/video/clip/video/navi-spielt-verrueckt-maserati-demoliert-spanische-treppe-80121360,auto=true.bild.html","
                                Ein Tourist in Rom ist von seinem Navi verwirrt und nimmt die Abkürzung über die spanische Treppe. Das wird ein teurer Urlaub!",False,19052022,Bild
Finale minutenlang unterbrochen,Frankfurt-Kapitän voller Blut,2022-05-19 10:42:03,Fussball,/sport/fussball/europa-league/eintracht-frankfurt-sebastian-rode-voller-blut-europa-league-finale-minutenlang-80134448.bild.html,"
                                Das Europa-League-Finale beginnt für die Eintracht mit einem Schock-Moment! Die 5. Minu...",False,19052022,Bild
Kann Dembélé Bayern überhaupt helfen?,Auf einmal Wunschtransfer,2022-05-19 09:09:48,Bundesliga,/sport/fussball/fussball/frueher-sorgenkind-jetzt-wunschtransfer-kann-dembl-dem-fc-bayern-helfen-80130452.bild.html,"
                                Ist DER wirklich einer für den FC Bayern? Der Rekordmeister hat Ousmane Dembélé im Visier.",False,19052022,Bild
