keyword_name,ADF_Statistics_wiki_before_diff,ADF_p_value_wiki_before_diff,ADF_critical_values_wiki_before_diff,ADF_Statistics_news_before_diff,ADF_p_value_news_before_diff,ADF_critical_values_news_before_diff,ADF_stationary_wiki_before_diff,ADF_stationary_news_before_diff,KPSS_stationary_wiki_before_diff,KPSS_stationary_news_before_diff,ssr_ftest_pValue_lag1_before_diff,ssr_ftest_pValue_lag2_before_diff,ssr_ftest_pValue_lag3_before_diff,ssr_ftest_pValue_lag4_before_diff,ssr_ftest_pValue_lag5_before_diff,ssr_ftest_pValue_lag6_before_diff,ssr_ftest_pValue_lag7_before_diff,ADF_Statistics_wiki_after_diff,ADF_p_value_wiki_after_diff,ADF_critical_values_wiki_after_diff,ADF_Statistics_news_after_diff,ADF_p_value_news_after_diff,ADF_critical_values_news_after_diff,ADF_stationary_wiki_after_diff,ADF_stationary_news_after_diff,KPSS_stationary_wiki_after_diff,KPSS_stationary_news_after_diff,ssr_ftest_pValue_lag1_after_diff,ssr_ftest_pValue_lag2_after_diff,ssr_ftest_pValue_lag3_after_diff,ssr_ftest_pValue_lag4_after_diff,ssr_ftest_pValue_lag5_after_diff,ssr_ftest_pValue_lag6_after_diff,ssr_ftest_pValue_lag7_after_diff,lowest_lag_before_diff,lowest_lag_after_diff
Richtung,-12.62336028486629,1.560698286079269e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.62336028486629,1.560698286079269e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.0111,0.0134,0.0636,0.1634,0.1214,0.0231,0.0364,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0111,0.0134,0.0636,0.1634,0.1214,0.0231,0.0364,1.0,1.0
Richtung,-12.62336028486629,1.560698286079269e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.62336028486629,1.560698286079269e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.0111,0.0134,0.0636,0.1634,0.1214,0.0231,0.0364,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0111,0.0134,0.0636,0.1634,0.1214,0.0231,0.0364,1.0,1.0
Risiko,-2.109808012955943,0.24058908347445868,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.109808012955943,0.24058908347445868,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,True,False,0.409,0.6503,0.5085,0.4087,0.481,0.6542,0.8672,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.409,0.6503,0.5085,0.4087,0.481,0.6542,0.8672,,
Risiko,-2.109808012955943,0.24058908347445868,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.109808012955943,0.24058908347445868,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,True,False,0.409,0.6503,0.5085,0.4087,0.481,0.6542,0.8672,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.409,0.6503,0.5085,0.4087,0.481,0.6542,0.8672,,
Rolle,-2.7825268875424105,0.06081335051247045,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.7825268875424105,0.06081335051247045,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,True,False,0.8831,0.9853,0.9983,0.8685,0.908,0.9635,0.9825,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.8831,0.9853,0.9983,0.8685,0.908,0.9635,0.9825,,
Rolle,-2.7825268875424105,0.06081335051247045,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.7825268875424105,0.06081335051247045,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,True,False,0.8831,0.9853,0.9983,0.8685,0.908,0.9635,0.9825,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.8831,0.9853,0.9983,0.8685,0.908,0.9635,0.9825,,
Rostock,-7.803441672564232,7.388230842124922e-12,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-7.803441672564232,7.388230842124922e-12,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.2677,0.1794,0.2814,0.4391,0.5536,0.5216,0.667,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2677,0.1794,0.2814,0.4391,0.5536,0.5216,0.667,,
Rostock,-7.803441672564232,7.388230842124922e-12,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-7.803441672564232,7.388230842124922e-12,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.2677,0.1794,0.2814,0.4391,0.5536,0.5216,0.667,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2677,0.1794,0.2814,0.4391,0.5536,0.5216,0.667,,
Rund,-10.520335808188031,9.719996548476884e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.520335808188031,9.719996548476884e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.9756,0.6737,0.6043,0.5718,0.2343,0.2384,0.314,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.9756,0.6737,0.6043,0.5718,0.2343,0.2384,0.314,,
Rund,-10.520335808188031,9.719996548476884e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.520335808188031,9.719996548476884e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.9756,0.6737,0.6043,0.5718,0.2343,0.2384,0.314,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.9756,0.6737,0.6043,0.5718,0.2343,0.2384,0.314,,
Russen,-2.1021897363961664,0.24363500963273887,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-2.1021897363961664,0.24363500963273887,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",False,False,True,True,0.0,0.0,0.0004,0.0011,0.0003,0.0002,0.0,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0,0.0,0.0004,0.0011,0.0003,0.0002,0.0,1.0,1.0
Russen,-2.1021897363961664,0.24363500963273887,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-2.1021897363961664,0.24363500963273887,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",False,False,True,True,0.0,0.0,0.0004,0.0011,0.0003,0.0002,0.0,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0,0.0,0.0004,0.0011,0.0003,0.0002,0.0,1.0,1.0
Russland,-2.7152147324778273,0.0714422574465797,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-2.7152147324778273,0.0714422574465797,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Russland,-2.7152147324778273,0.0714422574465797,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-2.7152147324778273,0.0714422574465797,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Rätsel,-4.531124112386502,0.00017268552307770347,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.531124112386502,0.00017268552307770347,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,False,0.2252,0.3569,0.5287,0.5916,0.6904,0.5215,0.0371,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2252,0.3569,0.5287,0.5916,0.6904,0.5215,0.0371,7.0,7.0
Rätsel,-4.531124112386502,0.00017268552307770347,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.531124112386502,0.00017268552307770347,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,False,0.2252,0.3569,0.5287,0.5916,0.6904,0.5215,0.0371,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2252,0.3569,0.5287,0.5916,0.6904,0.5215,0.0371,7.0,7.0
Rückkehr,-11.460953168430127,5.556477756950059e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.460953168430127,5.556477756950059e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.1693,0.3111,0.1002,0.1241,0.1129,0.1014,0.1421,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.1693,0.3111,0.1002,0.1241,0.1129,0.1014,0.1421,,
Rückkehr,-11.460953168430127,5.556477756950059e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.460953168430127,5.556477756950059e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.1693,0.3111,0.1002,0.1241,0.1129,0.1014,0.1421,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.1693,0.3111,0.1002,0.1241,0.1129,0.1014,0.1421,,
Rückzug,-10.964005401820868,8.190342826212702e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.964005401820868,8.190342826212702e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,True,0.0096,0.016,0.0,0.0,0.0001,0.0002,0.0002,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0096,0.016,0.0,0.0,0.0001,0.0002,0.0002,3.0,3.0
Rückzug,-10.964005401820868,8.190342826212702e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.964005401820868,8.190342826212702e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,True,0.0096,0.016,0.0,0.0,0.0001,0.0002,0.0002,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0096,0.016,0.0,0.0,0.0001,0.0002,0.0002,3.0,3.0
Saarbrücken,-6.894215030395019,1.3316545430534371e-09,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-6.894215030395019,1.3316545430534371e-09,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.8869,0.9127,0.9671,0.7347,0.1093,0.1442,0.1176,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.8869,0.9127,0.9671,0.7347,0.1093,0.1442,0.1176,,
Saarbrücken,-6.894215030395019,1.3316545430534371e-09,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-6.894215030395019,1.3316545430534371e-09,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.8869,0.9127,0.9671,0.7347,0.1093,0.1442,0.1176,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.8869,0.9127,0.9671,0.7347,0.1093,0.1442,0.1176,,
Saarland,-7.272836192969583,1.5720090104320427e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-7.272836192969583,1.5720090104320427e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.2253,0.0307,0.0485,0.0127,0.0223,0.041,0.0682,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2253,0.0307,0.0485,0.0127,0.0223,0.041,0.0682,4.0,4.0
Saarland,-7.272836192969583,1.5720090104320427e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-7.272836192969583,1.5720090104320427e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.2253,0.0307,0.0485,0.0127,0.0223,0.041,0.0682,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2253,0.0307,0.0485,0.0127,0.0223,0.041,0.0682,4.0,4.0
Sachschaden,-2.7833518420832575,0.060691471241921154,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.7833518420832575,0.060691471241921154,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,False,True,0.0407,0.1037,0.1318,0.2178,0.3217,0.4177,0.3544,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0407,0.1037,0.1318,0.2178,0.3217,0.4177,0.3544,1.0,1.0
Sachschaden,-2.7833518420832575,0.060691471241921154,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.7833518420832575,0.060691471241921154,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,False,True,0.0407,0.1037,0.1318,0.2178,0.3217,0.4177,0.3544,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0407,0.1037,0.1318,0.2178,0.3217,0.4177,0.3544,1.0,1.0
Sachsen,-1.829894967893069,0.36572389533915206,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-1.829894967893069,0.36572389533915206,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",False,False,True,True,0.1098,0.2515,0.6236,0.1855,0.1373,0.3708,0.503,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.1098,0.2515,0.6236,0.1855,0.1373,0.3708,0.503,,
Sachsen,-1.829894967893069,0.36572389533915206,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-1.829894967893069,0.36572389533915206,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",False,False,True,True,0.1098,0.2515,0.6236,0.1855,0.1373,0.3708,0.503,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.1098,0.2515,0.6236,0.1855,0.1373,0.3708,0.503,,
Sachsen-Anhalt,-6.408985811444999,1.911625861326638e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-6.408985811444999,1.911625861326638e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,True,True,0.0593,0.1307,0.2695,0.325,0.3738,0.452,0.4995,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0593,0.1307,0.2695,0.325,0.3738,0.452,0.4995,,
Sachsen-Anhalt,-6.408985811444999,1.911625861326638e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-6.408985811444999,1.911625861326638e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,True,True,0.0593,0.1307,0.2695,0.325,0.3738,0.452,0.4995,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0593,0.1307,0.2695,0.325,0.3738,0.452,0.4995,,
Saison,-4.097487627836379,0.0009778271958297358,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-4.097487627836379,0.0009778271958297358,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",True,True,False,True,0.5169,0.1849,0.2945,0.4165,0.5721,0.5701,0.6703,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.5169,0.1849,0.2945,0.4165,0.5721,0.5701,0.6703,,
Saison,-4.097487627836379,0.0009778271958297358,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-4.097487627836379,0.0009778271958297358,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",True,True,False,True,0.5169,0.1849,0.2945,0.4165,0.5721,0.5701,0.6703,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.5169,0.1849,0.2945,0.4165,0.5721,0.5701,0.6703,,
Samstag,-2.2447906326903984,0.19039231132213347,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-2.2447906326903984,0.19039231132213347,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",False,False,False,False,0.2175,0.0225,0.0803,0.1371,0.0966,0.0506,0.0187,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2175,0.0225,0.0803,0.1371,0.0966,0.0506,0.0187,7.0,7.0
Samstag,-2.2447906326903984,0.19039231132213347,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-2.2447906326903984,0.19039231132213347,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",False,False,False,False,0.2175,0.0225,0.0803,0.1371,0.0966,0.0506,0.0187,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2175,0.0225,0.0803,0.1371,0.0966,0.0506,0.0187,7.0,7.0
Sandhausen,-1.6932468340172282,0.43459522706287584,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-1.6932468340172282,0.43459522706287584,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",False,False,False,True,0.0751,0.0347,0.1103,0.0293,0.0606,0.0165,0.0276,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0751,0.0347,0.1103,0.0293,0.0606,0.0165,0.0276,6.0,6.0
Sandhausen,-1.6932468340172282,0.43459522706287584,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-1.6932468340172282,0.43459522706287584,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",False,False,False,True,0.0751,0.0347,0.1103,0.0293,0.0606,0.0165,0.0276,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0751,0.0347,0.1103,0.0293,0.0606,0.0165,0.0276,6.0,6.0
Sanktionen,-8.697823531416455,3.8816282799703564e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.697823531416455,3.8816282799703564e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Sanktionen,-8.697823531416455,3.8816282799703564e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.697823531416455,3.8816282799703564e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Saudi-Arabien,-7.045760626547718,5.692551619324934e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-7.045760626547718,5.692551619324934e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.9886,0.752,0.7382,0.0699,0.0952,0.1048,0.2131,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.9886,0.752,0.7382,0.0699,0.0952,0.1048,0.2131,,
